d,n,j,D_original,D_squarefree,tunnell_result
3224654,37,278055,154628609940,4295239165,✓ CONFIRMADO
45476513,14,231946,107597429940,12177165,✓ CONFIRMADO
204218389,2,14291,408436780,102109195,✓ CONFIRMADO
72058691405,2,268438,144117382812,36029345703,✓ CONFIRMADO
33521,20,11001,242022000,605055,✓ CONFIRMADO
7734410969,2,87946,15468821940,3867205485,✓ CONFIRMADO
279192388,4,70891,10050925980,2512731495,✓ CONFIRMADO
89236326899,2,298725,178472653800,1784726538,✓ CONFIRMADO
52236755,2,7228,104473512,2902042,✓ CONFIRMADO
2716299502,4,221119,97786782084,24446695521,✓ CONFIRMADO
163042672,4,54174,5869536204,1467384051,✓ CONFIRMADO
7197401405,2,84838,14394802812,21294087,✓ CONFIRMADO
111838475,4,44868,4026185112,1006546278,✓ CONFIRMADO
28392418499,2,168501,56784837000,567848370,✓ CONFIRMADO
56761394761,2,238247,113522789524,28380697381,✓ CONFIRMADO
1653032305,2,40658,3306064612,826516153,✓ CONFIRMADO
40274268539,2,200685,80548537080,20137134270,✓ CONFIRMADO
3337193,16,77505,12013895040,187717110,✓ CONFIRMADO
27378169831,2,165464,54756339664,3422271229,✓ CONFIRMADO
3442522117,4,248929,123930796224,1936418691,✓ CONFIRMADO
8305679359,2,91136,16611358720,16222030,✓ CONFIRMADO
74503613161,2,272954,149007226324,37251806581,✓ CONFIRMADO
17221969055,2,131233,34443938112,538186533,✓ CONFIRMADO
3559255939,2,59660,7118511880,1779627970,✓ CONFIRMADO
1162240315,5,215615,92979225220,23244806305,✓ CONFIRMADO
46696832929,2,216095,93393665860,23348416465,✓ CONFIRMADO
70857382289,2,266191,141714764580,35428691145,✓ CONFIRMADO
3630982747,4,255652,130715378904,32678844726,✓ CONFIRMADO
1657344809,2,40711,3314689620,828672405,✓ CONFIRMADO
76636786721,2,276834,153273573444,38318393361,✓ CONFIRMADO
4724292607,4,291612,170074533864,42518633466,✓ CONFIRMADO
3390441755,2,58228,6780883512,1695220878,✓ CONFIRMADO
12238665011,2,110629,24477330024,679925834,✓ CONFIRMADO
19676675,6,38416,2951501280,76830,✓ CONFIRMADO
42405723401,2,205927,84811446804,21202861701,✓ CONFIRMADO
82891919,2,9105,165783840,10361490,✓ CONFIRMADO
683988262,4,110959,24623577444,6155894361,✓ CONFIRMADO
103658657,10,204895,83963512260,2332319785,✓ CONFIRMADO
58109682539,2,241060,116219365080,29054841270,✓ CONFIRMADO
17823718529,2,133506,35647437060,990206585,✓ CONFIRMADO
19911326555,2,141108,39822653112,9955663278,✓ CONFIRMADO
64750654981,2,254462,129501309964,32375327491,✓ CONFIRMADO
4973423005,2,70523,9946846012,2486711503,✓ CONFIRMADO
728703029,2,26995,1457406060,364351515,✓ CONFIRMADO
44395543505,2,210703,88791087012,22197771753,✓ CONFIRMADO
60404613301,2,245774,120809226604,30202306651,✓ CONFIRMADO
1165330101,6,295635,174799515180,43699878795,✓ CONFIRMADO
49825159439,2,223216,99650318880,6228144930,✓ CONFIRMADO
186492263,5,86370,14919381060,3729845265,✓ CONFIRMADO
1311417581,2,36214,2622835164,655708791,✓ CONFIRMADO
820817351,6,248116,123122602680,30780650670,✓ CONFIRMADO
75596127755,2,274948,151192255512,37798063878,✓ CONFIRMADO
11506102021,2,107267,23012204044,5753051011,✓ CONFIRMADO
5089009312,4,302659,183204335244,45801083811,✓ CONFIRMADO
59300285771,2,243517,118600571544,29650142886,✓ CONFIRMADO
45652091231,2,213664,91304182464,1426627851,✓ CONFIRMADO
4566541672,4,286702,164395500204,41098875051,✓ CONFIRMADO
1851365755,2,43028,3702731512,925682878,✓ CONFIRMADO
4461802368,4,283395,160624885260,40156221315,✓ CONFIRMADO
40555716839,2,201385,81111433680,563273845,✓ CONFIRMADO
77589823949,2,278550,155179647900,172421831,✓ CONFIRMADO
212416049,2,14575,424832100,4248321,✓ CONFIRMADO
847408973,4,123505,30506723040,1906670190,✓ CONFIRMADO
35929012949,2,189550,71858025900,79842251,✓ CONFIRMADO
580754495,5,152415,46460359620,1290565545,✓ CONFIRMADO
1385499670,5,235415,110839973620,27709993405,✓ CONFIRMADO
17377435151,2,131824,34754870304,241353266,✓ CONFIRMADO
600225499,2,24500,1200451000,244990,✓ CONFIRMADO
32409900755,2,180028,64819801512,1800550042,✓ CONFIRMADO
73150734,12,230451,106214865900,1062148659,✓ CONFIRMADO
14732497505,2,121378,29464995012,7366248753,✓ CONFIRMADO
268143,6,4485,40221480,10055370,✓ CONFIRMADO
5080404000,4,302403,182894544012,45723636003,✓ CONFIRMADO
22333658579,2,149445,44667317160,15318010,✓ CONFIRMADO
85668314171,2,292692,171336628344,42834157086,✓ CONFIRMADO
30425999329,2,174431,60851998660,15212999665,✓ CONFIRMADO
1407037609,2,37511,2814075220,5814205,✓ CONFIRMADO
23788280989,2,154235,47576561980,11894140495,✓ CONFIRMADO
16600132121,2,128842,33200264244,8300066061,✓ CONFIRMADO
51162594671,2,226192,102325189344,6395324334,✓ CONFIRMADO
87007595869,2,294971,174015191740,43503797935,✓ CONFIRMADO
1486605952,4,163582,53517814284,13379453571,✓ CONFIRMADO
63365223899,2,251725,126730447800,1267304478,✓ CONFIRMADO
2958326489,2,54391,5916652980,30187005,✓ CONFIRMADO
600117482,5,154935,48009398580,1333594405,✓ CONFIRMADO
3921327019,2,62621,7842654040,1960663510,✓ CONFIRMADO
68200628255,2,261153,136401256512,236807737,✓ CONFIRMADO
34465736849,2,185650,68931473700,689314737,✓ CONFIRMADO
53586462655,2,231488,107172925312,1674576958,✓ CONFIRMADO
9227235421,2,96059,18454470844,4613617711,✓ CONFIRMADO
48043160155,2,219188,96086320312,24021580078,✓ CONFIRMADO
2068627784,5,287655,165490222740,41372555685,✓ CONFIRMADO
36667462655,2,191488,73334925312,71616138,✓ CONFIRMADO
76020139805,2,275718,152040279612,38010069903,✓ CONFIRMADO
29595869189,2,172035,59191738380,1644214955,✓ CONFIRMADO
27359971871,2,165409,54719943744,854999121,✓ CONFIRMADO
24013996259,2,154965,48027992520,12006998130,✓ CONFIRMADO
4798946152,4,293907,172762061484,440859,✓ CONFIRMADO
67688168729,2,260170,135376337460,33844084365,✓ CONFIRMADO
44453294759,2,210840,88906589520,5556661845,✓ CONFIRMADO
9112707059,2,95461,18225414120,4556353530,✓ CONFIRMADO
13142673521,2,114642,26285347044,730148529,✓ CONFIRMADO
126591849,12,303160,183811364880,11488210305,✓ CONFIRMADO
7623298031,2,87312,15246596064,952912254,✓ CONFIRMADO
87432871789,2,295691,174865743580,43716435895,✓ CONFIRMADO
52673137,4,30792,1896232944,118514559,✓ CONFIRMADO
9840739199,2,99201,19681478400,3075231,✓ CONFIRMADO
25724150155,2,160388,51448300312,12862075078,✓ CONFIRMADO
417860322,4,86727,15042971604,3760742901,✓ CONFIRMADO
247702790,9,267093,142676807112,3963244642,✓ CONFIRMADO
27340126451,2,165349,54680252904,1518895914,✓ CONFIRMADO
41120336741,2,202782,82240673484,20560168371,✓ CONFIRMADO
47172582055,2,217193,94345164112,5896572757,✓ CONFIRMADO
56543846309,2,237790,113087692620,3141324795,✓ CONFIRMADO
18178185101,2,134827,36356370204,9089092551,✓ CONFIRMADO
